temps,T3,T2,T1
190,28.14292386,29.11369654,31.48420671
190.5,28.14987802,29.12050408,31.49002967
191,28.15680193,29.12728178,31.49581794
191.5,28.16369573,29.13402977,31.50157175
192,28.17055954,29.14074817,31.50729129
192.5,28.17739349,29.14743712,31.51297677
193,28.1841977,29.15409674,31.51862839
193.5,28.19097231,29.16072717,31.52424636
194,28.19771745,29.16732853,31.52983087
194.5,28.20443323,29.17390095,31.53538212
195,28.21111978,29.18044456,31.54090032
195.5,28.21777723,29.18695947,31.54638565
196,28.2244057,29.19344583,31.55183831
196.5,28.23100532,29.19990375,31.55725851
197,28.23757621,29.20633336,31.56264642
197.5,28.24411849,29.21273478,31.56800225
198,28.25063229,29.21910814,31.57332619
198.5,28.25711772,29.22545355,31.57861842
199,28.26357491,29.23177115,31.58387913
199.5,28.27000399,29.23806105,31.58910852
200,28.27640506,29.24432337,31.59430676
200.5,28.28277826,29.25055825,31.59947404
201,28.28912369,29.25676578,31.60461056
201.5,28.29544149,29.26294611,31.60971648
202,28.30173176,29.26909933,31.614792
202.5,28.30799463,29.27522559,31.61983729
203,28.31423022,29.28132498,31.62485254
203.5,28.32043863,29.28739764,31.62983792
204,28.32662,29.29344367,31.63479361
204.5,28.33277443,29.29946319,31.63971979
205,28.33890205,29.30545633,31.64461663
205.5,28.34500296,29.31142319,31.64948431
206,28.35107728,29.3173639,31.65432301
206.5,28.35712512,29.32327856,31.65913288
207,28.36314661,29.32916728,31.66391412
207.5,28.36914185,29.3350302,31.66866688
208,28.37511096,29.34086741,31.67339133
208.5,28.38105405,29.34667902,31.67808765
209,28.38697122,29.35246517,31.68275601
209.5,28.39286261,29.35822594,31.68739656
210,28.3987283,29.36396146,31.69200948
210.5,28.40456843,29.36967183,31.69659493
211,28.41038308,29.37535717,31.70115307
211.5,28.41617239,29.38101758,31.70568406
212,28.42193645,29.38665318,31.71018807
212.5,28.42767537,29.39226408,31.71466526
213,28.43338927,29.39785037,31.71911579
213.5,28.43907825,29.40341217,31.72353981
214,28.44474242,29.40894959,31.72793749
214.5,28.45038188,29.41446274,31.73230898
215,28.45599674,29.41995171,31.73665443
215.5,28.46158712,29.42541662,31.74097401
216,28.46715311,29.43085758,31.74526787
216.5,28.47269482,29.43627467,31.74953615
217,28.47821236,29.44166802,31.75377901
217.5,28.48370583,29.44703773,31.75799661
218,28.48917533,29.45238389,31.76218909
218.5,28.49462097,29.45770662,31.7663566
219,28.50004285,29.46300601,31.7704993
219.5,28.50544107,29.46828217,31.77461732
220,28.51081575,29.4735352,31.77871082
220.5,28.51616697,29.4787652,31.78277995
221,28.52149484,29.48397227,31.78682484
221.5,28.52679946,29.48915651,31.79084564
222,28.53208094,29.49431802,31.7948425
222.5,28.53733937,29.49945691,31.79881555
223,28.54257485,29.50457327,31.80276495
223.5,28.54778749,29.50966719,31.80669082
224,28.55297737,29.51473879,31.81059332
224.5,28.55814461,29.51978815,31.81447258
225,28.56328929,29.52481537,31.81832873
225.5,28.56841152,29.52982056,31.82216192
226,28.57351139,29.5348038,31.82597229
226.5,28.578589,29.53976519,31.82975996
227,28.58364445,29.54470484,31.83352507
227.5,28.58867784,29.54962283,31.83726777
228,28.59368925,29.55451926,31.84098817
228.5,28.59867879,29.55939422,31.84468642
229,28.60364654,29.56424781,31.84836265
229.5,28.60859261,29.56908012,31.85201698
230,28.61351709,29.57389124,31.85564955
230.5,28.61842007,29.57868128,31.85926049
231,28.62330165,29.58345031,31.86284992
231.5,28.62816191,29.58819844,31.86641798
232,28.63300096,29.59292575,31.86996479
232.5,28.63781888,29.59763234,31.87349047
233,28.64261576,29.60231829,31.87699517
233.5,28.6473917,29.6069837,31.88047899
234,28.65214678,29.61162866,31.88394206
234.5,28.65688111,29.61625325,31.88738451
235,28.66159476,29.62085757,31.89080646
235.5,28.66628783,29.6254417,31.89420803
236,28.67096041,29.63000573,31.89758935
236.5,28.67561259,29.63454976,31.90095052
237,28.68024445,29.63907386,31.90429168
237.5,28.68485608,29.64357814,31.90761295
238,28.68944758,29.64806266,31.91091443
238.5,28.69401903,29.65252753,31.91419626
239,28.69857051,29.65697282,31.91745854
239.5,28.70310212,29.66139862,31.92070139
240,28.70761393,29.66580502,31.92392493
240.5,28.71210605,29.6701921,31.92712928
241,28.71657854,29.67455995,31.93031454
241.5,28.7210315,29.67890864,31.93348083
242,28.72546502,29.68323828,31.93662827
242.5,28.72987917,29.68754893,31.93975696
243,28.73427404,29.69184069,31.94286702
243.5,28.73864972,29.69611363,31.94595856
244,28.74300628,29.70036783,31.94903169
244.5,28.74734382,29.70460339,31.95208652
245,28.75166241,29.70882038,31.95512316
245.5,28.75596215,29.71301888,31.95814171
246,28.7602431,29.71719897,31.96114229
246.5,28.76450535,29.72136074,31.96412499
247,28.76874898,29.72550426,31.96708994
247.5,28.77297408,29.72962962,31.97003723
248,28.77718072,29.73373689,31.97296696
248.5,28.78136899,29.73782616,31.97587925
249,28.78553896,29.7418975,31.9787742
249.5,28.78969072,29.74595099,31.9816519
