Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
886,27.00,27.65,26.91
887,27.02,27.67,26.89
888,27.02,27.67,26.89
889,27.04,27.63,26.91
890,27.02,27.65,26.89
891,27.04,27.65,26.89
892,27.04,27.63,26.89
893,26.98,27.65,26.87
894,27.02,27.65,26.89
895,27.02,27.65,26.85
896,27.00,27.65,26.89
897,27.04,27.63,26.87
898,27.02,27.65,26.89
899,27.02,27.67,26.87
900,27.02,27.67,26.87
901,26.98,27.67,26.87
902,27.00,27.65,26.89
903,26.98,27.65,26.87
904,26.98,27.67,26.85
905,26.98,27.67,26.87
906,26.98,27.70,26.87
907,27.00,27.67,26.85
908,27.02,27.67,26.87
909,27.02,27.67,26.87
910,27.02,27.67,26.87
911,27.04,27.67,26.89
912,27.02,27.70,26.87
913,27.02,27.70,26.91
914,27.02,27.67,26.89
915,27.00,27.67,26.87
916,27.00,27.63,26.89
917,27.00,27.65,26.89
918,27.00,27.65,26.85
919,27.00,27.63,26.87
920,26.98,27.63,26.87
921,26.98,27.61,26.85
922,26.98,27.63,26.87
923,26.96,27.63,26.89
924,26.98,27.65,26.91
925,26.98,27.63,26.87
926,26.96,27.65,26.91
927,26.96,27.65,26.87
928,26.96,27.61,26.87
929,26.94,27.65,26.87
930,26.94,27.63,26.85
931,26.91,27.63,26.87
932,26.94,27.63,26.87
933,26.91,27.63,26.87
934,26.94,27.61,26.85
935,26.94,27.65,26.87
936,26.94,27.65,26.87
937,26.94,27.63,26.87
938,26.96,27.63,26.85
939,27.02,27.63,26.85
940,26.98,27.63,26.87
941,27.00,27.63,26.87
942,27.00,27.61,26.85
943,26.98,27.61,26.85
944,26.98,27.59,26.87
945,26.94,27.57,26.83
946,26.96,27.57,26.83
947,26.98,27.57,26.83
948,26.98,27.57,26.85
949,26.98,27.55,26.81
950,27.00,27.57,26.81
951,27.02,27.57,26.81
952,27.00,27.55,26.83
953,27.00,27.61,26.81
954,27.00,27.59,26.83
955,27.00,27.59,26.81
956,27.00,27.61,26.83
957,27.00,27.57,26.81
958,26.98,27.59,26.83
959,26.96,27.61,26.81
