Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
644,20.92,20.92,20.83
645,21.01,20.92,20.83
646,21.01,20.92,20.83
647,21.01,21.01,20.92
648,21.01,21.01,20.83
649,21.01,21.01,20.92
650,21.01,21.01,20.92
651,21.01,21.01,20.92
652,21.01,21.10,20.92
653,21.10,21.10,20.92
654,21.10,21.10,21.01
655,21.10,21.10,21.01
656,21.10,21.10,21.01
657,21.10,21.10,21.01
658,21.10,21.10,21.01
659,21.18,21.18,21.01
660,21.18,21.18,21.10
661,21.18,21.18,21.10
662,21.18,21.18,21.10
663,21.18,21.18,21.10
664,21.18,21.18,21.10
665,21.27,21.18,21.18
666,21.18,21.27,21.18
667,21.27,21.27,21.18
668,21.27,21.27,21.18
669,21.27,21.27,21.18
670,21.27,21.27,21.18
671,21.27,21.27,21.27
672,21.27,21.36,21.18
673,21.27,21.36,21.27
674,21.27,21.36,21.27
675,21.36,21.36,21.27
676,21.36,21.36,21.27
677,21.36,21.36,21.27
678,21.36,21.45,21.27
679,21.36,21.45,21.27
680,21.36,21.45,21.27
681,21.36,21.45,21.36
682,21.36,21.45,21.36
683,21.45,21.45,21.36
684,21.45,21.45,21.36
685,21.45,21.45,21.36
686,21.45,21.54,21.36
687,21.45,21.54,21.45
688,21.45,21.54,21.36
689,21.54,21.54,21.45
690,21.45,21.54,21.45
691,21.45,21.54,21.45
692,21.54,21.54,21.45
693,21.54,21.63,21.45
694,21.54,21.63,21.45
695,21.54,21.63,21.54
696,21.54,21.63,21.45
697,21.54,21.63,21.54
698,21.54,21.63,21.54
699,21.54,21.63,21.54
700,21.54,21.63,21.54
701,21.54,21.72,21.63
702,21.54,21.63,21.63
703,21.54,21.72,21.63
704,21.54,21.72,21.63
705,21.63,21.72,21.63
706,21.54,21.72,21.63
707,21.63,21.72,21.63
708,21.63,21.72,21.63
709,21.63,21.72,21.63
710,21.63,21.72,21.72
711,21.63,21.72,21.72
712,21.63,21.72,21.72
713,21.63,21.72,21.72
714,21.63,21.72,21.72
715,21.63,21.81,21.72
716,21.63,21.81,21.72
717,21.63,21.81,21.72
718,21.63,21.81,21.72
719,21.63,21.81,21.81
720,21.63,21.81,21.72
721,21.63,21.81,21.81
